GeneID,Acc_num,Main_Role,Subrole,Product,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
hotlake_ucc_80898,CD01DRAFT_0005,,,outer membrane porin,,247.862848909335,-4.05927781234965,0.334216001823283,-12.145671632132,6.04838685670355e-34,2.27512397917541e-32
hotlake_ucc_80907,CD01DRAFT_0013,Amino acid metabolism,Histidine metabolism,phosphoribosyl-AMP cyclohydrolase HisI,hisI,266.509955281536,1.28129808527103,0.252760274729243,5.06922255343944,3.9944394307417e-07,1.99060472013523e-06
hotlake_ucc_80908,CD01DRAFT_0014,Amino acid metabolism,Histidine metabolism,phosphoribosyl-ATP pyrophosphohydrolase HisE,hisE,192.959165612069,1.69956313294341,0.289866683232874,5.86325794323182,4.53872312074781e-09,2.93479088402734e-08
hotlake_ucc_80912,CD01DRAFT_0018,Translation,tRNA and rRNA base modification,RNA methyltransferase_ RsmE family,,335.525972860378,1.09796787648348,0.320100096069838,3.43007668527514,0.000603410688367526,0.00170824213504413
hotlake_ucc_80927,CD01DRAFT_0031,,,hypothetical protein,,182.837884655382,2.15201815817549,0.261025667058726,8.24446952832163,1.65894525592771e-16,2.31778351471044e-15
hotlake_ucc_80935,CD01DRAFT_0039,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,3-dehydroquinate dehydratase II AroQ,aroQ,638.801787335674,1.31661335326856,0.175718094130731,7.49275912524425,6.74406040449743e-14,7.20840554710217e-13
hotlake_ucc_80937,CD01DRAFT_0041,Fatty acid and lipid metabolism,Biosynthesis,acetyl-CoA carboxylase complex biotin carboxylase subunit AccC,accC,1187.69710671609,1.21305371960605,0.16923789404756,7.16774293625486,7.62442933239621e-13,7.27482135325219e-12
hotlake_ucc_80938,CD01DRAFT_0042,Translation::Unknown function,Enzymes of unknown specificity::Ribosomal proteins: synthesis and modification,ribosomal protein L11 methyltransferase PrmA,prmA,321.271269181872,1.8846638890252,0.264895323399463,7.1147495729214,1.12116219110859e-12,1.04677481900162e-11
hotlake_ucc_80944,CD01DRAFT_0048,Transport and binding proteins,Porins and secretins,TonB-dependent Fe3+-dicitrate receptor fecA,fecA,42.8150327290331,-1.39823641343013,0.320410105487932,-4.36389611151884,1.27766270593779e-05,4.96840606921337e-05
hotlake_ucc_80953,CD01DRAFT_0056,,,protein of unknown function DUF1624,,359.855906832998,-1.68340611550146,0.310836007122294,-5.41573716342053,6.10367079278313e-08,3.4505144712959e-07
hotlake_ucc_80959,CD01DRAFT_0062,Regulatory functions,DNA interactions::Protein interactions,putative response regulator,,363.153755085097,-2.39930275472094,0.28736596367791,-8.34929343758388,6.86725324425944e-17,9.80463309910325e-16
hotlake_ucc_80977,CD01DRAFT_0076,,,putative iron-regulated protein,,307.236165411787,-1.10045465092181,0.231399110068663,-4.75565636616004,1.97802686627406e-06,8.76335345511224e-06
hotlake_ucc_80982,CD01DRAFT_0079,Regulatory functions,DNA interactions,fructose-responsive transcriptional repressor FruR,fruR,38.6959235688432,-1.00076081576713,0.301480376922134,-3.3194890691861,0.000901823352588351,0.0024670859827452
hotlake_ucc_80996,CD01DRAFT_0092,,,Chitobiase/beta-hexosaminidase C-terminal domain,,2860.76644805103,6.36557444681237,1.18836264111886,5.35659253039047,8.48060783891037e-08,4.73268728471004e-07
hotlake_ucc_80998,CD01DRAFT_0093,,,phosphate-selective porin,oprO_P,1473.09634211252,5.84454529978177,1.24205790375857,4.70553368091429,2.53202695994893e-06,1.10058771859113e-05
hotlake_ucc_81000,CD01DRAFT_0094,Unknown function,General,CAAX Protease2 family integral membrane protein,,52.0092440517994,1.35500258967209,0.59984921298077,2.25890533879142,0.0238892738358857,0.046891540013038
hotlake_ucc_81001,CD01DRAFT_0095,Transport and binding proteins,Unknown substrate,ABC-type iron(III) uptake system ATPase component FbpC,fbpC,1914.7149844848,5.46015478842144,1.11927966638726,4.8782756914055,1.07017274575667e-06,4.978021143163e-06
hotlake_ucc_81002,CD01DRAFT_0096,,,ABC-type iron(III) uptake system substrate-binding component FbpA,fbpA,1235.20127819883,5.10974666462408,0.99211980173655,5.15033230430465,2.60025336095877e-07,1.34197772401988e-06
hotlake_ucc_81004,CD01DRAFT_0097,,,ABC-type iron(III) uptake system permease component FbpB,fbpB,1100.46726775852,4.8446471267255,0.977245488773775,4.9574515128276,7.14238592879779e-07,3.41995272380134e-06
hotlake_ucc_81006,CD01DRAFT_0099,,,putative membrane protein,,243.176111332444,-4.91412373618308,0.221120895408965,-22.2236968021243,2.02680422841095e-109,8.80984237949294e-107
hotlake_ucc_81019,CD01DRAFT_0111,Unknown function,Enzymes of unknown specificity,triacylglycerol lipase LipA,lipA,64.5345681888725,-3.22444176524072,0.617226736399669,-5.22407986415031,1.75023231980865e-07,9.31552222461419e-07
hotlake_ucc_81021,CD01DRAFT_0112,,,lipase chaperone,,44.9580061108967,-2.90180274510764,0.401320993197985,-7.23062783729354,4.80766186278949e-13,4.71367749554699e-12
hotlake_ucc_81022,CD01DRAFT_0113,Signal transduction::Unknown function,Enzymes of unknown specificity::Two-component systems::Taxis,two component signal transduction system histidine kinase,,60.4596351526975,-2.44148760181725,0.258705899399272,-9.43730934426506,3.82474505815219e-21,7.87494877236387e-20
hotlake_ucc_81023,CD01DRAFT_0114,Regulatory functions::Signal transduction,Taxis::DNA interactions,two component signal transduction ssytem LuxR family response regulator,,96.474168745781,-1.97855729012763,0.271292866087945,-7.29306788880414,3.02975322558719e-13,3.04688807673447e-12
hotlake_ucc_81026,CD01DRAFT_0116,,,aspartate aminotransferase,aspB,869.102036479333,1.57643558154448,0.380836250983799,4.1394052626874,3.48207357616795e-05,0.000126011765309611
hotlake_ucc_81033,CD01DRAFT_0123,Translation,tRNA and rRNA base modification,16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase KsgA,ksgA,221.465480504944,1.36173978039042,0.259487941441012,5.24779599710216,1.53929610629138e-07,8.23765576992048e-07
hotlake_ucc_81040,CD01DRAFT_0129,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,DnaJ like chaperone protein,djlA,53.8611407795661,1.05121398264193,0.341588544158442,3.07742750926195,0.00208795615685962,0.00531430350399144
hotlake_ucc_81041,CD01DRAFT_0130,,,uncharacterized protein,,66.5546136243241,1.03525987828877,0.344849677983188,3.00206131652309,0.00268158156826499,0.00662687750792966
hotlake_ucc_81053,CD01DRAFT_0142,Intracellular trafficking_ assembly_ and processing,Peptidases,putative deacylase,,388.02371681134,3.96625402983184,0.930489312058474,4.26254657461621,2.02110356460437e-05,7.63918564708435e-05
hotlake_ucc_81069,CD01DRAFT_0155,,,Pirin-related protein,,33.4139250187472,-2.14127635506182,0.303753679924996,-7.04938407854203,1.79711475628373e-12,1.65030819872816e-11
hotlake_ucc_81070,CD01DRAFT_0156,,,phosphoribulokinase PrkB,prkB,371.495053414517,1.45566768111684,0.208132349841172,6.99395208014361,2.67248873033765e-12,2.39239723411462e-11
hotlake_ucc_81072,CD01DRAFT_0158,,,putative aminopeptidase,,93.678066476804,-2.66653737592207,0.296660617533739,-8.98851151221245,2.50601228423159e-19,4.31873130216475e-18
hotlake_ucc_81092,CD01DRAFT_0176,,,oxidoreductase,,29.1692146413067,-1.53981775604262,0.442686722005575,-3.47834637792281,0.000504517529999247,0.00145443815575317
hotlake_ucc_81096,CD01DRAFT_0180,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,porphobilinogen synthase HemB,hemB,1135.17563761313,1.10403023648176,0.407930061568487,2.70642039038941,0.00680128872839357,0.0151691228651515
hotlake_ucc_81100,CD01DRAFT_0183,Regulatory functions,DNA interactions,TetR family transcriptional regulator,,733.773290132474,-2.75366476960238,0.193433510350274,-14.2357172995309,5.49957194908371e-46,3.58572091080258e-44
hotlake_ucc_81101,CD01DRAFT_0184,Fatty acid and lipid metabolism,Fatty acid degradation,acyl-CoA dehydrogenase AidB,aidB,389.892676430645,-2.97447464408907,0.235135714600389,-12.6500334036629,1.11827267413874e-36,4.80734362772612e-35
hotlake_ucc_81107,CD01DRAFT_0190,Energy metabolism,Electron transport,flavodoxin,,35.7154727039613,1.23607603176429,0.44273277871619,2.79192346080312,0.00523957483735064,0.0120322376503804
hotlake_ucc_81115,CD01DRAFT_0198,Regulatory functions::Signal transduction,Two-component systems::Taxis::DNA interactions,two component signal transduction system phosphate regulon response regulator PhoB,phoB,1871.89586217469,1.99684130199978,0.690861485451617,2.89036419607968,0.00384795747914554,0.00911763153144601
hotlake_ucc_81116,CD01DRAFT_0199,Signal transduction::Unknown function,Enzymes of unknown specificity::Two-component systems,two component signal transduction system phosphate regulon histidine kinase PhoR,phoR,1937.99003886983,2.12513984820923,0.669529207975268,3.17408086592053,0.00150311806730373,0.00397579302183379
hotlake_ucc_81127,CD01DRAFT_0209,Transport and binding proteins::Unknown function,Unknown substrate::Enzymes of unknown specificity,P-type cation translocating ATPase,,877.573340381288,-1.55950830984253,0.21771231405535,-7.16316078219653,7.88377918462155e-13,7.50397668375657e-12
hotlake_ucc_81128,CD01DRAFT_0210,,,protein of unknown function DUF1282,,2108.93052101433,-2.38818560969139,0.227966544993117,-10.4760354628505,1.11312692734987e-25,2.80938873535012e-24
hotlake_ucc_81130,CD01DRAFT_0212,,,sucrose-responsive transcriptional regulator ScrR,scrR,81.0632959327264,-2.06336326406435,0.237561265403447,-8.68560478729628,3.76732574425174e-18,6.01541971898481e-17
hotlake_ucc_81131,CD01DRAFT_0213,Transport and binding proteins,Unknown substrate,ABC-type sucrose uptake system ATPase component ScrP,scrP,83.5428904060286,-1.96152483641518,0.23286878875661,-8.42330501605058,3.6600997545185e-17,5.33962212035605e-16
hotlake_ucc_81132,CD01DRAFT_0214,Carbohydrate metabolism,Starch and sucrose metabolism,alpha-glucosidase AlgA,malZ,355.506598247139,-4.13326422696733,0.39333334306624,-10.5082986220959,7.91077892574445e-26,2.04946802367631e-24
hotlake_ucc_81133,CD01DRAFT_0215,,,ABC-type sucrose uptake system permease component ScrO2,scrO2,57.2363744644874,-2.08928741178012,0.297052923423215,-7.03338444780589,2.01582928320444e-12,1.84682064540885e-11
hotlake_ucc_81134,CD01DRAFT_0216,,,ABC-type sucrose uptake system permease component ScrO1,scrO1,144.822705741316,-3.27368581044477,0.244994795679841,-13.3622667426896,1.0045774080006e-40,5.03834207704917e-39
hotlake_ucc_81135,CD01DRAFT_0217,,,ABC-type sucrose uptake system substrate-binding component ScrN,scrN,110.523159473387,-3.26215793874317,0.209404212092847,-15.5782823379731,1.02265950103344e-54,1.0399202290495e-52
hotlake_ucc_81137,CD01DRAFT_0218,,,sucrose porin ScrY,scrY,79.9810868630963,-2.73102523903723,0.244305694363803,-11.1787211761441,5.18314748220655e-29,1.54782236262535e-27
hotlake_ucc_81146,CD01DRAFT_0226,Defense and invasion systems::Unknown function,Enzymes of unknown specificity::Invasion response,ATP-dependent helicase HepA,hepA,265.270725728476,1.03033141819899,0.206369462789822,4.99265445706149,5.9555051640043e-07,2.90497957625746e-06
hotlake_ucc_81148,CD01DRAFT_0228,,,VanZ like family,,39.8259075844291,1.24644118526215,0.458692246767385,2.71738010408153,0.00658009909324007,0.0147346008315714
hotlake_ucc_81151,CD01DRAFT_0231,Transport and binding proteins,Unknown substrate,small conductance mechanosensitive channel MscS,mscS,668.610588112995,1.09435320235267,0.245718097559184,4.45369394124125,8.44053952762237e-06,3.39356532703584e-05
hotlake_ucc_81154,CD01DRAFT_0234,Unknown function,Enzymes of unknown specificity,histidine triad (HIT) family protein,hinT,349.786175141865,-1.31262570088581,0.179318583883691,-7.32007621550928,2.47830159179525e-13,2.51821190314364e-12
hotlake_ucc_81155,CD01DRAFT_0235,Regulatory functions,Protein interactions,phosphate transport system regulatory protein PhoU,phoU,993.050845964901,2.43415332622441,0.48163728499868,5.05391381032945,4.32847001918046e-07,2.14613114258985e-06
hotlake_ucc_81156,CD01DRAFT_0236,Transport and binding proteins,Unknown substrate::Anions,ABC-type phosphate uptake system ATPase component PstB,pstB,1394.4815988907,2.56592275183467,0.486342257124474,5.27596093953635,1.32062217622888e-07,7.15550409059195e-07
hotlake_ucc_81157,CD01DRAFT_0237,Transport and binding proteins,Anions,ABC-type phosphate uptake system permease component PstA,pstA,1735.63611577029,2.46066081112892,0.470089422990632,5.23445261855628,1.65474511178033e-07,8.81929547313985e-07
hotlake_ucc_81158,CD01DRAFT_0238,Transport and binding proteins,Anions,ABC-type phosphate uptake system permease component PstC,pstC,1483.10211264873,2.34978213130735,0.483357151268472,4.86137864132316,1.16571037116019e-06,5.37132976675933e-06
hotlake_ucc_81159,CD01DRAFT_0239,,,ABC-type phosphate uptake system substrate-binding component PstS,pstS,21521.3041043785,4.61557075006707,0.743338027672724,6.20924879158639,5.32384798670908e-10,3.81444932674101e-09
hotlake_ucc_81161,CD01DRAFT_0240,Unknown function,Enzymes of unknown specificity,acyl-CoA thioesterase YciA,yciA,129.533576544597,1.00470466081049,0.250572744734901,4.00963265926404,6.0813280038906e-05,0.000209420379852289
hotlake_ucc_81163,CD01DRAFT_0242,Transport and binding proteins,Unknown substrate,ArsP family organo-arsenical exporter,,68.5343843042957,-1.62015527090097,0.265794226233214,-6.09552469916864,1.09079068058672e-09,7.52587855812211e-09
hotlake_ucc_81164,CD01DRAFT_0243,Unknown function,General,redox-active disulfide protein 2,,42.9640355361665,-1.70454689104284,0.304350648022867,-5.60060214136547,2.13608496820215e-08,1.2718971682811e-07
hotlake_ucc_81166,CD01DRAFT_0245,Transport and binding proteins,Unknown substrate,ABC-type efflux system ATPase component,,59.5945068254233,-1.05447472019208,0.250373850896245,-4.211600837777,2.53567317033804e-05,9.43820498797564e-05
hotlake_ucc_81167,CD01DRAFT_0246,,,hypothetical protein,,31.3257276237689,-1.2131053564048,0.326562808774195,-3.71476887082881,0.000203389510551967,0.000636527812223437
hotlake_ucc_81175,CD01DRAFT_0253,Energy metabolism,Electron transport::Oxidative phosphorylation,arsenite oxidase small subunit AoxA,aoxA,173.140509603826,-1.91114469042189,0.819902473630161,-2.33094148619921,0.0197564453217095,0.0396438770309246
hotlake_ucc_81183,CD01DRAFT_0260,Energy metabolism,Oxidative phosphorylation,cytochrome c553,,3971.21085870744,3.67177846989821,0.248263029554424,14.7898721629565,1.70276900047083e-49,1.35943516935548e-47
hotlake_ucc_81193,CD01DRAFT_0267,,,protein of unknown function containing DUF4124 domain,,43.8177255971849,-1.47100285858284,0.317987008465035,-4.62598414219361,3.72823824973511e-06,1.58460991770862e-05
hotlake_ucc_81202,CD01DRAFT_0275,,,NitT/TauT family transport system substrate-binding protein,,116.775390090776,-1.15339849953021,0.202387284863097,-5.69896720690937,1.20535406273286e-08,7.39082303042468e-08
hotlake_ucc_81212,CD01DRAFT_0285,Carbohydrate metabolism,Citrate cycle (TCA cycle),aconitate hydratase 1,acnA,3219.93920254016,-1.4528660865721,0.368611989950658,-3.94145097332991,8.09901904767718e-05,0.000271486275314547
hotlake_ucc_81213,CD01DRAFT_0286,Signal transduction,Taxis,chemotaxis signal relay system methyl-accepting signal transducer,mcp,479.338759767906,-1.34599204939149,0.185125269598075,-7.27070946237523,3.57604333923579e-13,3.55966451478127e-12
hotlake_ucc_81218,CD01DRAFT_0291,Cell motility and adherance,Flagella complex and associated proteins,peptidoglycan-associated lipoprotein,pal,636.935110110143,1.43449322457409,0.255065727304784,5.6240140129057,1.86570505898577e-08,1.11429590698509e-07
hotlake_ucc_81221,CD01DRAFT_0294,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,1-acyl-sn-glycerol-3-phosphate acyltransferase,plsC,58.3908660084447,-1.40342494368427,0.263762821370917,-5.32078378745692,1.03321138790405e-07,5.67685807511327e-07
hotlake_ucc_81222,CD01DRAFT_0295,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,sortase,srtA,39.7588422433787,-2.43039376749791,0.290611956510536,-8.36302056075175,6.11325554804155e-17,8.76009366444635e-16
hotlake_ucc_81223,CD01DRAFT_0296,,,vMA domain surface protein,yfbK,144.91723644924,-2.77437438862799,0.20296832644399,-13.6690016478684,1.55514156024784e-42,8.4496024773466e-41
hotlake_ucc_81241,CD01DRAFT_0311,,,protein of unknown function containing DUF4124 domain,,69.1082855871597,1.06381577958363,0.357164230930019,2.97850592936913,0.00289657425148423,0.00707328244182666
hotlake_ucc_81243,CD01DRAFT_0312,,,hypothetical protein,,75.2613383851855,1.50269424630051,0.34986956277754,4.2950127881115,1.74683266956817e-05,6.64101982832912e-05
hotlake_ucc_81244,CD01DRAFT_0313,,,hypothetical protein,,348.615636280694,1.23632626082125,0.264722553351531,4.67027174363758,3.00801553689848e-06,1.2940334104116e-05
hotlake_ucc_81246,CD01DRAFT_0315,,,protein of unknown function containing DUF4123 domain,,32.0075182939027,2.42138254334037,0.793520351420864,3.05144353135327,0.00227743882136805,0.00574055455489164
hotlake_ucc_81252,CD01DRAFT_0320,Regulatory functions::Unknown function,General::DNA interactions::Protein interactions,type 6 secretion system sigma54-dependent transcriptional regulator VasH,vasH,12.0648411200141,-1.4990578230823,0.653909997139547,-2.29245282934922,0.0218795265276024,0.0434536269897908
hotlake_ucc_81253,CD01DRAFT_0321,Defense and invasion systems::Unknown function,Enzymes of unknown specificity::General::Secretion systems,type 6 secretion system protein VasG,vasG,57.6095860501856,-2.52340760698003,0.298431981230098,-8.45555357900608,2.77766379558642e-17,4.06974560611763e-16
hotlake_ucc_81254,CD01DRAFT_0322,Defense and invasion systems,Secretion systems,type 6 secretion system protein ImpK,impK,95.2775574372924,-4.15190076243125,0.295432555973902,-14.0536331507013,7.3181230857807e-45,4.54420595421811e-43
hotlake_ucc_81259,CD01DRAFT_0326,Defense and invasion systems,Secretion systems,type 6 secretion ssytem protein ImpH,impH,44.4555981482438,4.30403786995182,1.01988453306855,4.22012270055922,2.44169386595475e-05,9.10572583757386e-05
hotlake_ucc_81260,CD01DRAFT_0327,Defense and invasion systems,Secretion systems,type 6 secretion ssytem protein ImpG,impG,79.135792526212,2.62745050246161,0.570130467936264,4.60850743860849,4.05569867284049e-06,1.70784641637804e-05
hotlake_ucc_81261,CD01DRAFT_0328,Defense and invasion systems,Secretion systems,type 6 secretion system protein,,18.5926661170287,2.55584486892488,0.948205088502388,2.69545576153955,0.00702924110836316,0.0156063514278755
hotlake_ucc_81262,CD01DRAFT_0329,Defense and invasion systems,Secretion systems,type 6 secretion ssytem protein ImpC,impC,338.006489992091,-2.71364500588663,0.266899828637693,-10.1672789365868,2.77554081553704e-24,6.62068028681763e-23
hotlake_ucc_81263,CD01DRAFT_0330,Defense and invasion systems,Secretion systems,type 6 secretion ssytem protein ImpB,impB,2173.25125200768,-3.85923961809259,0.108732235682899,-35.4930586486558,6.28998580742905e-276,2.46064244786624e-272
hotlake_ucc_81264,CD01DRAFT_0331,,,Acyl-CoA-binding protein,,236.200557854609,1.00823805928851,0.270816081651735,3.72296228916378,0.000196898940239596,0.000617697397126943
hotlake_ucc_81265,CD01DRAFT_0332,,,Phage integrase_ N-terminal SAM-like domain,,3565.15712156877,3.19867800456257,0.787282354592985,4.06293623361626,4.84592708062118e-05,0.00017109446515695
hotlake_ucc_81266,CD01DRAFT_0333,,,hypothetical protein,,117.017751690283,-2.22340511791627,0.232264473043429,-9.57273012433775,1.04119215500244e-21,2.1898622098761e-20
hotlake_ucc_81274,CD01DRAFT_0341,Cell structure_ growth_ and death::Transport and binding proteins,Unknown substrate::Cell division,ABC-type septal ring translocating system permease component FtsX,ftsX,84.2695354184092,1.11596209918262,0.355319582074404,3.14072782779795,0.00168528570708949,0.00440992487366828
hotlake_ucc_81285,CD01DRAFT_0351,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,phosphoenolpyruvate carboxykinase (ATP) PckA,pckA,955.956407424509,-1.12650002055466,0.211334150021937,-5.33042113845643,9.79852761108847e-08,5.4141016969743e-07
hotlake_ucc_81292,CD01DRAFT_0358,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,DnaJ-class molecular chaperone with C-terminal Zn finger domain,,62.1785747201853,-1.22553560781802,0.290396207660447,-4.22021905069437,2.44065050569078e-05,9.10572583757386e-05
hotlake_ucc_81297,CD01DRAFT_0362,Transport and binding proteins,Unknown substrate::Carbohydrates_ organic alcohols_ and acids,TRAP-type transport system large permease component,,34.7573864758141,-1.4782203258858,0.32051014079638,-4.61208597710146,3.98648027995013e-06,1.6841372413785e-05
hotlake_ucc_81298,CD01DRAFT_0363,,,hypothetical protein,,28.0412655102399,-2.03964631303073,0.364299695745962,-5.59881420942234,2.15822942533374e-08,1.28312971305556e-07
hotlake_ucc_81300,CD01DRAFT_0365,,,hypothetical protein,,32.2750106015872,-1.48404817178723,0.33063839334799,-4.48843268550878,7.17490878606955e-06,2.92073290021895e-05
hotlake_ucc_81302,CD01DRAFT_0366,Nucleic acid metabolism::Unknown function,Enzymes of unknown specificity::Pyrimidine metabolism,multifunctional complex-type dihydroorotase PyrC1,pyrC1,152.378309221343,1.16148087217656,0.233604016037033,4.97200729628053,6.62632108282548e-07,3.20422349518088e-06
hotlake_ucc_81303,CD01DRAFT_0367,Nucleic acid metabolism,Pyrimidine metabolism,aspartate carbamoyltransferase PyrB,pyrB,157.281707471974,1.07815537765282,0.220149963427912,4.89736796166156,9.71288563077856e-07,4.54507279756049e-06
hotlake_ucc_81311,CD01DRAFT_0375,,,twitching motility protein PilI,pilI,307.735084085844,1.15955803334628,0.18423022070796,6.29407069529815,3.09246872586145e-10,2.26549394299063e-09
hotlake_ucc_81312,CD01DRAFT_0376,Signal transduction,Taxis,twitching motility methyl-accepting chemotaxis protein PilJ,pilJ,1483.11462439046,1.21350800080865,0.113486998808439,10.6929253002539,1.09850536686295e-26,2.98427291331102e-25
hotlake_ucc_81313,CD01DRAFT_0377,Signal transduction,Taxis,chemotaxis signal relay system methyltransferase PilK,pilK,502.174654997466,1.40902923494708,0.155573923686191,9.05697562651463,1.34117558149133e-19,2.40673342880463e-18
hotlake_ucc_81314,CD01DRAFT_0378,Signal transduction::Unknown function,Enzymes of unknown specificity::Taxis,chemosensory pili system histidine kinase / response regulator ChpA,chpA,3791.36780849787,1.9869583627564,0.0979254398278541,20.2905227308586,1.55928518456865e-91,4.06661576135505e-89
hotlake_ucc_81315,CD01DRAFT_0379,Signal transduction,Taxis,chemosensory pili system protein-glutamate methylesterase component ChpB,chpB,308.545912894987,1.7127434212941,0.185395995976813,9.23829779747945,2.50449634758309e-20,4.75611151055584e-19
hotlake_ucc_81316,CD01DRAFT_0380,,,chemosensory pili system protein ChpC,chpC,148.761768184213,1.94326615519386,0.282268978036253,6.88444819091766,5.80119617119453e-12,4.97681566265636e-11
hotlake_ucc_81321,CD01DRAFT_0385,Defense and invasion systems::Regulatory functions,Detoxification and inactivation::DNA interactions,ArsR family transcriptional regulator,,327.036475683315,-1.08267683330643,0.144794851762244,-7.47731580321799,7.58559779941851e-14,8.08579253169624e-13
hotlake_ucc_81324,CD01DRAFT_0388,Transport and binding proteins,Unknown substrate,major facilitator family permease,,54.4941137214027,1.16800135330378,0.387523825465269,3.01401172405709,0.00257817842669836,0.00643639694016848
hotlake_ucc_81328,CD01DRAFT_0392,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,GTP cyclohydrolase I FolE,folE,975.868784748977,-1.82516075160293,0.319036816407981,-5.72084680430401,1.05994436817065e-08,6.54022455565233e-08
hotlake_ucc_81329,CD01DRAFT_0393,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,D-erythro-7_8-dihydroneopterin triphosphate epimerase FolX,folX,734.514619699864,-1.77819108055667,0.33593886663163,-5.29319842739879,1.20195378671389e-07,6.55794032583644e-07
hotlake_ucc_81330,CD01DRAFT_0394,,,putative CoA-binding protein,,334.766250023655,-1.10708383254618,0.231954174753175,-4.77285581828499,1.8163182404794e-06,8.12979056837002e-06
hotlake_ucc_81340,CD01DRAFT_0404,,,hypothetical protein,,605.39182584129,-2.16699408095581,0.263424263396495,-8.22625088902362,1.93164201532004e-16,2.67963956167802e-15
hotlake_ucc_81342,CD01DRAFT_0406,Unknown function,Enzymes of unknown specificity,polyhydroxyalkanoate synthase,phbC,33.5169897806999,-1.62505245768224,0.318618548750479,-5.10030713546083,3.39102762269834e-07,1.71835493005128e-06
hotlake_ucc_81343,CD01DRAFT_0407,Xenobiotics biodegradation and metabolism,General,2-haloacid dehalogenase,dehII,25.3366456110689,-1.17002968601354,0.375754112681334,-3.11381737824334,0.0018468376190294,0.0047846548116841
hotlake_ucc_81345,CD01DRAFT_0409,Transport and binding proteins,Unknown substrate::Carbohydrates_ organic alcohols_ and acids,major facilitator family permease,bcr,273.417279290521,-4.28014725350523,0.295398022677427,-14.489424183381,1.41322547217445e-47,9.8723893699044e-46
