GeneID,Acc_num,Main_Role,Subrole,Product,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
hotlake_ucc_80898,CD01DRAFT_0005,,,outer membrane porin,,247.862848909335,3.76889350931506,0.324234017601208,11.6239916378873,3.11246720701981e-31,1.19372271704524e-29
hotlake_ucc_80901,CD01DRAFT_0007,,,hypothetical protein,,1340.96047836651,1.71723329185837,0.261324342654095,6.5712718318454,4.98872878716864e-11,4.46588261222053e-10
hotlake_ucc_80902,CD01DRAFT_0008,,,hypothetical protein,,87.0093785765649,1.17001048544929,0.257481383050199,4.54405857071689,5.51813141941071e-06,2.43644809398812e-05
hotlake_ucc_80907,CD01DRAFT_0013,Amino acid metabolism,Histidine metabolism,phosphoribosyl-AMP cyclohydrolase HisI,hisI,266.509955281536,-1.43837715430748,0.250842505927662,-5.73418428024426,9.79827551171026e-09,6.80832216728429e-08
hotlake_ucc_80908,CD01DRAFT_0014,Amino acid metabolism,Histidine metabolism,phosphoribosyl-ATP pyrophosphohydrolase HisE,hisE,192.959165612069,-1.67975188807162,0.287830452316133,-5.83590747453887,5.34985796652768e-09,3.86115086115617e-08
hotlake_ucc_80909,CD01DRAFT_0015,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,sec-independent protein translocase protein TatA,tatA,3441.89684784818,-1.47983070148269,0.277197171294596,-5.33854907166415,9.36933492340363e-08,5.62160095404218e-07
hotlake_ucc_80910,CD01DRAFT_0016,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,sec-independent protein translocase protein TatB,tatB,671.689643733995,-1.57979889617693,0.287936488270306,-5.48662278152767,4.09690695624699e-08,2.57436934015669e-07
hotlake_ucc_80911,CD01DRAFT_0017,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,sec-independent protein translocase protein TatC,tatC,1123.67428467725,-1.60832559294944,0.294293053144725,-5.46504776705862,4.62782167745585e-08,2.87365688923925e-07
hotlake_ucc_80912,CD01DRAFT_0018,Translation,tRNA and rRNA base modification,RNA methyltransferase_ RsmE family,,335.525972860378,-1.83252351991865,0.318462802030926,-5.75427807653557,8.70128269886862e-09,6.12219746726152e-08
hotlake_ucc_80917,CD01DRAFT_0023,,,protein of unknown function DUF2796,,120.565845075873,1.03857491017156,0.16723052285335,6.21043869534701,5.28368866584244e-10,4.33328932091732e-09
hotlake_ucc_80931,CD01DRAFT_0035,Metabolism of other amino acids and amines,Phosphonate and phosphinate metabolism,inorganic pyrophosphatase Ppa,ppa,1046.28759588806,2.05873358381456,0.217190554477633,9.47892779576,2.56909208376015e-21,5.64622934363466e-20
hotlake_ucc_80944,CD01DRAFT_0048,Transport and binding proteins,Porins and secretins,TonB-dependent Fe3+-dicitrate receptor fecA,fecA,42.8150327290331,1.41772070971568,0.305544476794806,4.63998146714257,3.48440425036781e-06,1.61504614069181e-05
hotlake_ucc_80946,CD01DRAFT_0049,Unknown function,Enzymes of unknown specificity,acetoin dehydrogenase,,54.1922130805332,1.45974069452147,0.263012178275191,5.55008784800121,2.8552608588773e-08,1.84930140396159e-07
hotlake_ucc_80953,CD01DRAFT_0056,,,protein of unknown function DUF1624,,359.855906832998,1.91844894657071,0.308880615647345,6.21097229604412,5.26577576504892e-10,4.32767117497298e-09
hotlake_ucc_80958,CD01DRAFT_0061,Unknown function,Enzymes of unknown specificity,acyl-CoA hydrolase,,55.341570437952,-1.06769411570243,0.337622054147956,-3.16239446619364,0.00156477441263983,0.0043291354329894
hotlake_ucc_80960,CD01DRAFT_0063,,,Putative MetA-pathway of phenol degradation,,46.6758058519238,-1.60254251149631,0.500276167383814,-3.20331572034858,0.00135854954332928,0.0038317561741198
hotlake_ucc_80969,CD01DRAFT_0068,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism,isocitrate lyase AceA,aceA,2742.98578013341,1.35752720518861,0.478589903872487,2.8365145068967,0.00456089063283452,0.0112640177750307
hotlake_ucc_80973,CD01DRAFT_0072,Unknown function,General,putative signal transduction protein,,124.226487510363,-1.22081054787683,0.307436764514741,-3.97093220065518,7.1591952706576e-05,0.000258603618640928
hotlake_ucc_80977,CD01DRAFT_0076,,,putative iron-regulated protein,,307.236165411787,1.4807971491617,0.229092089656444,6.46376377020424,1.02130268275567e-10,8.91816092620574e-10
hotlake_ucc_80988,CD01DRAFT_0085,,,hypothetical protein,,700.113008241928,-1.06404742485555,0.303039148729013,-3.51125400568973,0.000445998025554695,0.00140478605150561
hotlake_ucc_80996,CD01DRAFT_0092,,,Chitobiase/beta-hexosaminidase C-terminal domain,,2860.76644805103,-6.8014802836478,1.18832458030247,-5.72358797957084,1.04297516458496e-08,7.2342532692489e-08
hotlake_ucc_80998,CD01DRAFT_0093,,,phosphate-selective porin,oprO_P,1473.09634211252,-5.95500551090742,1.24199807603718,-4.79469785485331,1.62920197491248e-06,7.98676456874391e-06
hotlake_ucc_81000,CD01DRAFT_0094,Unknown function,General,CAAX Protease2 family integral membrane protein,,52.0092440517994,-2.10691867706533,0.594350098983397,-3.54491179637909,0.000392744487408916,0.00124709126196727
