GeneID,Acc_num,Main_Role,Subrole,Product,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
hotlake_ucc_124538,CY41DRAFT_0125,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA repair protein radc ,,9.76160799765832,0.24359378201735,0.400781155923033,0.607797493513218,0.543321791895276,0.85543072703986
hotlake_ucc_124539,CY41DRAFT_0132,Nucleic acid metabolism,DNA replication_ recombination_ and repair,Nucleotidyltransferase/DNA polymerase involved in DNA repair ,,800.375384081436,0.396002435958845,0.319321859069864,1.24013569604142,0.214925207857823,0.64915020745022
hotlake_ucc_124540,CY41DRAFT_0143,Mobile and extrachromosomal element functions,Selfish genetic elements,IS3 family transposase,,138.723429846996,0.438013099276752,0.217124448660367,2.01733661031378,0.0436603975339482,0.336300912071002
hotlake_ucc_124541,CY41DRAFT_0145,,,transcriptional regulator-like protein,,99.7950971909754,0.163553881734709,0.240900676777919,0.678926617900231,0.497184359195346,0.837152989010512
hotlake_ucc_124542,CY41DRAFT_0180,,,hypothetical protein,,60.1859867127508,0.0298161329339598,0.388659366862941,0.0767153334669902,0.938850006146752,0.985440595455278
hotlake_ucc_124543,CY41DRAFT_0217,,,transposase,,36.2304247618558,0.561992563894057,0.35289567221522,1.59251758562603,0.111268454951826,0.50819487224997
hotlake_ucc_124544,CY41DRAFT_0235,,,hypothetical protein ,,122.148808492093,0.403486846497481,0.181998525407542,2.21697865734884,0.026624550011733,0.258854711913394
hotlake_ucc_124545,CY41DRAFT_0237,,,hypothetical protein ,,55.1268976213829,0.248072687921066,0.324020542191043,0.765607903263127,0.443909640497581,0.810951484116359
hotlake_ucc_124546,CY41DRAFT_0477,,,hypothetical protein ,,409.976924551299,0.057805005622426,0.239402302970842,0.241455511935766,0.809202092841321,0.942326656851178
hotlake_ucc_124547,CY41DRAFT_0483,,,toxin-antitoxin system AbiEii family toxin component,,130.081023996911,-0.0562419182052069,0.230151069255397,-0.244369571634689,0.806944605819382,0.941573312704804
hotlake_ucc_124548,CY41DRAFT_0515,,,toxin-antitoxin system toxin component,,355.119441695723,0.353297337054339,0.289934926391478,1.21854010984971,0.223018792213323,0.654419482570113
hotlake_ucc_124549,CY41DRAFT_0637,Regulatory functions,DNA interactions,LysR family transcriptional regulator,,1108.14056713996,0.0619745316008304,0.163996218071175,0.377902200000326,0.705503248066954,0.910625204008458
hotlake_ucc_124550,CY41DRAFT_0641,,,hypothetical protein,,471.112769574152,0.262975907938463,0.204434153031993,1.28635995521408,0.198317467136577,0.632553645140013
hotlake_ucc_124551,CY41DRAFT_0747,,,IS30 family transposase,,70.3056933708433,0.544211120272278,0.300957346027627,1.80826661138327,0.0705650157545767,0.432115231705144
hotlake_ucc_124552,CY41DRAFT_0923,,,hypothetical protein,,1050.55807047668,-0.347553294950254,0.213974221029653,-1.62427648189494,0.104316814211296,0.496559674899794
hotlake_ucc_124553,CY41DRAFT_1011,,,Uncharacterized conserved protein ,,83.8051766834431,0.328323007334022,0.193615750780545,1.69574534101909,0.0899341178129678,0.475147281881825
hotlake_ucc_124554,CY41DRAFT_1021,,,hypothetical protein,,157.398538264059,-0.42436827539554,0.235886032886988,-1.7990394352804,0.0720124428744113,0.435507689544949
hotlake_ucc_124555,CY41DRAFT_1342,Mobile and extrachromosomal element functions,Bacteriophage and virus functions,Phage protein D ,,4.32206923998594,-0.204168210532379,0.744932505743427,-0.27407611959237,0.784026125217187,0.931266567356329
hotlake_ucc_124556,CY41DRAFT_1345,,,hypothetical protein,,1.801795805845,-0.918174575323279,1.0074846641643,-0.911353401180452,0.362109197932333,0.765369052429867
hotlake_ucc_124557,CY41DRAFT_1351,,,hypothetical protein,,1031.32805157608,0.491311902383733,0.386117556936485,1.27244123857479,0.203216389718257,0.636309667989367
hotlake_ucc_124558,CY41DRAFT_1418,,,hypothetical protein,,218.369382551655,0.295898744407026,0.247951118906396,1.19337531410266,0.232722418472022,0.659529132418356
hotlake_ucc_124559,CY41DRAFT_1478,Transport and binding proteins,Unknown substrate::Anions,nitrate/nitrite uptake transporter NarK,narK,120.103969754496,-0.286172320654151,0.17328000750363,-1.65150224066187,0.0986360636059194,0.486881182450511
hotlake_ucc_124560,CY41DRAFT_1513,,,Archaeal fructose-1_6-bisphosphatase and related enzymes of inositol monophosphatase family ,,23.0770565808523,0.240683735140229,0.310920977855042,0.774099376634665,0.438872026094096,0.807832155961282
