GeneID,Acc_num,Main_Role,Subrole,Product,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
hotlake_ucc_124538,CY41DRAFT_0125,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA repair protein radc ,,9.76160799765832,0.244336939039211,0.384664517063178,0.635194898933402,0.525301309759411,0.608365582018619
hotlake_ucc_124539,CY41DRAFT_0132,Nucleic acid metabolism,DNA replication_ recombination_ and repair,Nucleotidyltransferase/DNA polymerase involved in DNA repair ,,800.375384081436,-1.07278265317778,0.317636672254041,-3.3773891583897,0.000731774390827015,0.00196967349833801
hotlake_ucc_124540,CY41DRAFT_0143,Mobile and extrachromosomal element functions,Selfish genetic elements,IS3 family transposase,,138.723429846996,0.762021086917511,0.215197266566081,3.54103515847175,0.000398560465008807,0.00114792140681439
hotlake_ucc_124541,CY41DRAFT_0145,,,transcriptional regulator-like protein,,99.7950971909754,-0.492152928659494,0.233370118289061,-2.10889437031477,0.0349537002574642,0.0614616068926972
hotlake_ucc_124542,CY41DRAFT_0180,,,hypothetical protein,,60.1859867127508,0.0664749892053204,0.384878884843705,0.172716643658732,0.862874160658597,0.899596192727814
hotlake_ucc_124543,CY41DRAFT_0217,,,transposase,,36.2304247618558,0.926023297529434,0.348987997262922,2.65345314105969,0.00796728320332138,0.0170591829190313
hotlake_ucc_124544,CY41DRAFT_0235,,,hypothetical protein ,,122.148808492093,0.0181678910455724,0.175788659998929,0.103350756787628,0.91768459316845,0.939993252246074
hotlake_ucc_124545,CY41DRAFT_0237,,,hypothetical protein ,,55.1268976213829,0.858592578164735,0.32295040784206,2.65858954599813,0.00784684951469165,0.0168435832664419
hotlake_ucc_124546,CY41DRAFT_0477,,,hypothetical protein ,,409.976924551299,0.620242904840998,0.23906062577092,2.5945004654817,0.00947284853144541,0.0198714394823744
hotlake_ucc_124547,CY41DRAFT_0483,,,toxin-antitoxin system AbiEii family toxin component,,130.081023996911,0.602571158490036,0.229672618321999,2.62360904357017,0.00870035898058249,0.0184207972709231
hotlake_ucc_124548,CY41DRAFT_0515,,,toxin-antitoxin system toxin component,,355.119441695723,-0.748523577160473,0.286808407143385,-2.60983833987217,0.00905850189257362,0.0190608304311676
hotlake_ucc_124549,CY41DRAFT_0637,Regulatory functions,DNA interactions,LysR family transcriptional regulator,,1108.14056713996,0.574352289505658,0.163756435929105,3.50735704674417,0.000452581449322162,0.00128400705447759
hotlake_ucc_124550,CY41DRAFT_0641,,,hypothetical protein,,471.112769574152,-0.104797529562776,0.202317696977721,-0.517984986623864,0.604468744337162,0.679529586437001
hotlake_ucc_124551,CY41DRAFT_0747,,,IS30 family transposase,,70.3056933708433,-0.220452600222488,0.290027979389266,-0.760108044357347,0.447190004572803,0.534779076947084
hotlake_ucc_124552,CY41DRAFT_0923,,,hypothetical protein,,1050.55807047668,0.00715378989986088,0.213723889126694,0.0334721117470409,0.973298104967584,0.981344443941236
hotlake_ucc_124553,CY41DRAFT_1011,,,Uncharacterized conserved protein ,,83.8051766834431,-0.144007786080984,0.184957501710657,-0.778599325515687,0.436215776524549,0.524270903495413
hotlake_ucc_124554,CY41DRAFT_1021,,,hypothetical protein,,157.398538264059,0.153251029841842,0.235210298281542,0.651548979621645,0.514692170333452,0.598719965012976
hotlake_ucc_124555,CY41DRAFT_1342,Mobile and extrachromosomal element functions,Bacteriophage and virus functions,Phage protein D ,,4.32206923998594,-0.530835134838189,0.714089547144371,-0.743373344366946,0.457255677796031,0.544656222472225
hotlake_ucc_124556,CY41DRAFT_1345,,,hypothetical protein,,1.801795805845,-1.24648276907081,0.959628420007738,-1.2989223152236,0.193970590602853,0.268568610842815
hotlake_ucc_124557,CY41DRAFT_1351,,,hypothetical protein,,1031.32805157608,-1.10966397166919,0.384984544202095,-2.88235979438873,0.00394708749849578,0.00899293032868232
hotlake_ucc_124558,CY41DRAFT_1418,,,hypothetical protein,,218.369382551655,-0.348706940056398,0.243551447262643,-1.43175885003203,0.152212847667497,0.218553827971884
hotlake_ucc_124559,CY41DRAFT_1478,Transport and binding proteins,Unknown substrate::Anions,nitrate/nitrite uptake transporter NarK,narK,120.103969754496,0.721974723938079,0.17498792284119,4.12585458593795,3.69360605874991e-05,0.000130770513262588
hotlake_ucc_124560,CY41DRAFT_1513,,,Archaeal fructose-1_6-bisphosphatase and related enzymes of inositol monophosphatase family ,,23.0770565808523,0.288430080028011,0.301134866660029,0.95781031013469,0.338158419297232,0.42556588682207
hotlake_ucc_124561,CY41DRAFT_1546,,,ABC-type Fe3+-hydroxamate uptake system substrate-binding component,,73.7961716899583,-0.159423574113459,0.258398397749724,-0.616968121713632,0.53725575254832,0.619268451012298
hotlake_ucc_124562,CY41DRAFT_1552,Mobile and extrachromosomal element functions,Selfish genetic elements,transposase,,853.613333397418,-0.863810962810188,0.340536718860799,-2.53661621483845,0.011192958504179,0.0229933338496419
hotlake_ucc_124563,CY41DRAFT_1564,,,toxin-antitxoin system antidote component,,90.7016701186399,-0.0286872909428297,0.172358591693276,-0.166439576124413,0.867811031035269,0.902449435991277
hotlake_ucc_124564,CY41DRAFT_1574,,,hypothetical protein,,19.8046308810706,-0.62289689467156,0.545270388993594,-1.14236332514084,0.253303029122917,0.336652351400512
hotlake_ucc_124565,CY41DRAFT_1746,,,Protein of unknown function (DUF3265) ,,129.827761879277,-0.307020815716364,0.283494698567448,-1.08298609204263,0.27881459633621,0.363898362254488
hotlake_ucc_124566,CY41DRAFT_1889,,,hypothetical protein,,5.52124837088326,-0.676054679973949,0.526382311177299,-1.28434156243187,0.199022470302008,0.273896649653529
hotlake_ucc_124567,CY41DRAFT_1940,,,hypothetical protein,,59.3820254784958,-0.596275998909081,0.273119518596217,-2.18320536728326,0.0290206896871553,0.0522678701331193
hotlake_ucc_124568,CY41DRAFT_1942,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,Predicted nucleoside-diphosphate sugar epimerases /putative xylose isomerase,,797.464396767133,1.22320225015303,0.157639521116381,7.75948976177089,8.52717489845109e-15,1.56469074883944e-13
hotlake_ucc_124569,CY41DRAFT_2077,,,DNA-3-methyladenine glycosylase I (EC 3.2.2.20) ,,5.06657979061954,0.434455865256404,0.461081549070769,0.942253851042132,0.34606268926589,0.4335946984084
hotlake_ucc_124570,CY41DRAFT_2086,,,hypothetical protein ,,297.658527433618,0.624403525571404,0.328917916656221,1.89835668399913,0.0576491115919455,0.0950514095958018
hotlake_ucc_124572,CY41DRAFT_2229,,,IS1380 family transposase,,66.5832984186058,1.01092703483108,0.348947019138742,2.89707886694723,0.00376655054611304,0.00862767584824418
hotlake_ucc_124573,CY41DRAFT_2231,,,ISL3 family transposase,,79.8444799126727,-0.234544757460018,0.20388307939669,-1.15038853716581,0.249983879236258,0.333149152609664
hotlake_ucc_124574,CY41DRAFT_2241,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,DnaJ-class molecular chaperone with C-terminal Zn finger domain,,57.9908847256966,0.325256079524325,0.193567275692202,1.68032575940949,0.0928939518396808,0.143120332606863
hotlake_ucc_124575,CY41DRAFT_2251,,,type 11 methyltransferase,,314.86064186006,1.18671868096933,0.205482077436152,5.77529045732989,7.68204489144196e-09,5.47365745605248e-08
hotlake_ucc_124577,CY41DRAFT_2432,,,hypothetical protein,,68.9500400555775,1.31957481299395,0.229459119356853,5.75080570644812,8.88191416976254e-09,6.28920602933601e-08
hotlake_ucc_124578,CY41DRAFT_2509,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,Lipopolysaccharide biosynthesis proteins_ LPS:glycosyltransferases ,,538.086678960514,1.21257435026213,0.200041811018927,6.0616045419995,1.34770245339278e-09,1.0977824518925e-08
hotlake_ucc_124579,CY41DRAFT_2517,,,hypothetical protein,,503.264230963325,-0.131369784628681,0.205715226296201,-0.638600199868173,0.523083051252007,0.606619929977268
hotlake_ucc_124580,CY41DRAFT_2802,Mobile and extrachromosomal element functions,Bacteriophage and virus functions,Site-specific recombinase XerD ,,35.0432810848413,-0.714877019170736,0.302047846014494,-2.36676747940269,0.0179442025169128,0.0345228653834405
hotlake_ucc_124581,CY41DRAFT_2885,,,hypothetical protein,,175.973148507182,0.465117898390304,0.227817691010021,2.04162326607834,0.0411889156161439,0.0708914619253147
hotlake_ucc_124582,CY41DRAFT_2925,,,hypothetical protein,,695.182738857304,0.442171444511517,0.115221757585083,3.83756899546515,0.000124258328084549,0.000396719994155815
hotlake_ucc_124583,CY41DRAFT_2960,,,hypothetical protein,,19.3444164324667,1.38212043206852,0.377520528075639,3.6610470935546,0.00025118657853246,0.000758672382771048
hotlake_ucc_124584,CY41DRAFT_3128,Cell structure_ growth_ and death,Toxin-antitoxin systems,toxin-antitoxin system HigA family antidote component,,123.510956535118,-0.100208933695834,0.255269902816814,-0.392560707666918,0.694643965161429,0.756292928198315
