GeneID,Acc_num,Main_Role,Subrole,Product,Gene,T6_HL58G,T7_HL58G,T8_HL58G,T9_HL58G,T10_HL58G,T11_HL58G,T12_HL58G,T13_HL58G,T14_HL58G,T15_HL58G,T21_HL58X,T22_HL58X,T23_HL58X,T24_HL58X
hotlake_ucc_124834,CD01DRAFT_3221,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,UDP-N-acetylmuramate dehydrogenase,,11.3358255688075,11.1800461806719,11.5913773808389,12.6287175151063,12.252215394954,10.6245244773443,11.4588646158066,10.8227723805624,11.310566387308,11.868815318459,10.8377029804457,10.8722826668262,10.9260847137415,9.83859272319198
hotlake_ucc_124835,CD01DRAFT_3256,Xenobiotics biodegradation and metabolism,Benzoate degradation,acetyl-CoA acetyltransferase,,0.289328944280239,0.0618485406984606,0.269536389125085,-0.258453863657072,0.0814817757035007,1.67338873896789,3.0727223878178,1.24476681040757,1.40600761727549,3.62740540752301,2.32589442645539,2.82759461494479,2.66941701610568,0.661177000847363
hotlake_ucc_80896,CD01DRAFT_0003,Regulatory functions::Signal transduction::Unknown function,Enzymes of unknown specificity::Two-component systems::Taxis::Small molecule interactions,two component signal transduction system histidine kinase,,-3.92078727589442,-3.89450121745149,-3.58628296361696,-4.00331878505235,-4.85270907433812,-4.29004754198761,-5.83901600721119,-5.71835084738134,-5.56169834356118,-6.39770309849052,-6.39770309849052,-6.39770309849052,-6.39770309849052,-4.65290327848185
hotlake_ucc_80898,CD01DRAFT_0005,,,outer membrane porin,,-0.31210741269206,-1.1220738479284,-0.0941956729313116,1.38316399192326,-0.906298856700756,0.748915841813937,-1.80717577942448,-0.896855136920619,0.105199012545179,-1.51554979374508,7.12109350183631,7.88058508671785,7.42943455552303,9.2445006981672
hotlake_ucc_80900,CD01DRAFT_0006,Unknown function,Enzymes of unknown specificity,Diacylglycerol O-acyltransferase ,,0.185444364096041,0.322479298066939,0.0633558125761455,0.0108126657585466,-0.418403866086765,0.533353579818599,1.38770526385267,-0.24241772328558,0.370095819911265,1.41537771018,2.32589442645539,-0.395506370829766,-0.781517626955536,0.349380257890163
hotlake_ucc_80901,CD01DRAFT_0007,,,hypothetical protein,,7.53932101924719,7.60514096273302,7.17777292772643,8.23426295379249,7.55433234498647,10.3865789435775,8.43849672126272,10.8655177462555,10.2467436855461,8.17890409415682,10.7946479489166,11.1480827766185,11.0841306688743,10.6393806738598
hotlake_ucc_80902,CD01DRAFT_0008,,,hypothetical protein,,-0.282058885298311,-0.231367378532044,-0.953440558144335,-0.510003361227644,-0.510796880921959,2.63416203029859,1.20363535905779,2.46560475094494,1.94783645387762,0.842813303332117,2.82117961318507,1.55046938673287,1.96124807855958,0.949012531661111
hotlake_ucc_80903,CD01DRAFT_0009,,,hypothetical protein,,-4.20339138700996,-5.07059374032098,-4.29554310611112,-4.13366275979686,-4.79451852211053,-5.22804891685977,-3.24670556287722,-4.4027656933494,-4.60365356780664,-3.30796203330942,-2.2977664763432,-3.22918247898993,-6.39770309849052,-3.3343681622186
hotlake_ucc_80904,CD01DRAFT_0010,Prosthetic groups_ cofactors_ and carriers::Unknown function,Enzymes of unknown specificity::Ubiquinone and other terpenoid-quinone biosynthesis,bifunctional demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1_4-benzoquinol methylase UbiE,ubiE,4.90815399412194,4.45653561893309,4.30359425911967,4.29195629368104,4.42360327821136,5.08214192922867,5.91307815618734,5.32748135933091,5.66433722758671,5.99277333644282,5.35306484414762,5.26646746150901,5.43187164235336,5.45312290202631
hotlake_ucc_80905,CD01DRAFT_0011,,,ubiquinone biosynthesis protein UbiJ,ubiJ,2.24281285879776,2.30183491041542,2.25015049156375,1.78375733853537,2.02364506654169,1.93743085058407,2.79092486465247,1.53994303665558,1.30767185552727,2.1631579117318,0.830351000545881,-0.395506370829766,0.564123530813968,1.21643213001629
hotlake_ucc_80906,CD01DRAFT_0012,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,2-polyprenylphenol 6-hydroxylase UbiB,ubiB,5.24293133553867,4.92832488649261,5.17676144425299,5.00153477667061,5.03401282542475,5.22506575239289,6.08395503979977,5.30507229051149,5.08948084706796,5.92975159042678,4.96241123081749,3.97881334787195,5.43187164235336,4.00182056645447
hotlake_ucc_80907,CD01DRAFT_0013,Amino acid metabolism,Histidine metabolism,phosphoribosyl-AMP cyclohydrolase HisI,hisI,5.59114295261528,5.92565354945401,5.45467179906584,5.67297631568736,5.402573844735,5.41838442106279,4.26906386048743,5.70489372052627,6.28853627365457,4.11413288550142,2.82117961318507,2.54661706171407,1.55026470293654,2.12979259426898
