GeneID,Acc_num,Main_Role,Subrole,Product,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1,hotlake_ucc_124834,CD01DRAFT_3221,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,UDP-N-acetylmuramate dehydrogenase,,2542.98785862046,-0.368185284255294,0.206401107544821,-1.78383385939603,0.0744506658727374,0.118306206869164
2,hotlake_ucc_124835,CD01DRAFT_3256,Xenobiotics biodegradation and metabolism,Benzoate degradation,acetyl-CoA acetyltransferase,,100.671201607758,1.10865814334418,0.21058726715796,5.26460197858297,1.40493397841295e-07,8.32325579770212e-07
3,hotlake_ucc_80896,CD01DRAFT_0003,Regulatory functions::Signal transduction::Unknown function,Enzymes of unknown specificity::Two-component systems::Taxis::Small molecule interactions,two component signal transduction system histidine kinase,,3.30343199157616,-2.82957608606917,0.698340721756212,-4.0518560609687,5.08129236825116e-05,0.000178438202375211
4,hotlake_ucc_80897,CD01DRAFT_0004,,,COG3287 family protein of unknown function,,0,NA,NA,NA,NA,NA
5,hotlake_ucc_80898,CD01DRAFT_0005,,,outer membrane porin,,247.862848909335,-0.290384303034587,0.310323063252015,-0.93574837780834,0.349402755879207,0.433924946349034
6,hotlake_ucc_80900,CD01DRAFT_0006,Unknown function,Enzymes of unknown specificity,Diacylglycerol O-acyltransferase ,,67.393843502362,0.385003728710243,0.17261392567714,2.23043260965144,0.0257187367061552,0.0469052205102467
7,hotlake_ucc_80901,CD01DRAFT_0007,,,hypothetical protein,,1340.96047836651,1.12327135322406,0.242896390839443,4.62448762347629,3.7552550573876e-06,1.69546599639721e-05
8,hotlake_ucc_80902,CD01DRAFT_0008,,,hypothetical protein,,87.0093785765649,1.18400262896755,0.169515003473816,6.9846479940074,2.85571072765505e-12,3.416373200791e-11
9,hotlake_ucc_80903,CD01DRAFT_0009,,,hypothetical protein,,7.30471394438925,0.717167772494507,0.411585239209616,1.74245260561752,0.0814292777346092,0.128292925693835
10,hotlake_ucc_80904,CD01DRAFT_0010,Prosthetic groups_ cofactors_ and carriers::Unknown function,Enzymes of unknown specificity::Ubiquinone and other terpenoid-quinone biosynthesis,bifunctional demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1_4-benzoquinol methylase UbiE,ubiE,298.412018660201,0.503522109339766,0.0929551517029789,5.41682843946808,6.06654994294194e-08,3.79717494028622e-07
11,hotlake_ucc_80905,CD01DRAFT_0011,,,ubiquinone biosynthesis protein UbiJ,ubiJ,102.629851862927,-0.0488491113693728,0.128583611846469,-0.379901533857203,0.704018508700793,0.763125632041424
12,hotlake_ucc_80906,CD01DRAFT_0012,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,2-polyprenylphenol 6-hydroxylase UbiB,ubiB,295.334085527815,0.219020589417247,0.100358104502066,2.18239065498431,0.0290807134310944,0.0520896295523999
13,hotlake_ucc_80907,CD01DRAFT_0013,Amino acid metabolism,Histidine metabolism,phosphoribosyl-AMP cyclohydrolase HisI,hisI,266.509955281536,-0.157079069036448,0.167639418829437,-0.937005569055725,0.348755693266335,0.433678453091583
14,hotlake_ucc_80908,CD01DRAFT_0014,Amino acid metabolism,Histidine metabolism,phosphoribosyl-ATP pyrophosphohydrolase HisE,hisE,192.959165612069,0.0198112448717853,0.164941881905777,0.120110457349471,0.904395648598163,0.928607815568507
15,hotlake_ucc_80909,CD01DRAFT_0015,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,sec-independent protein translocase protein TatA,tatA,3441.89684784818,-1.6852631768562,0.257972390605314,-6.53272690500659,6.45828441512627e-11,6.49480941695989e-10
16,hotlake_ucc_80910,CD01DRAFT_0016,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,sec-independent protein translocase protein TatB,tatB,671.689643733995,-1.34422525931561,0.252739972723316,-5.31860965573176,1.04563193901121e-07,6.29309560832593e-07
17,hotlake_ucc_80911,CD01DRAFT_0017,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,sec-independent protein translocase protein TatC,tatC,1123.67428467725,-1.0566825310673,0.26542903791548,-3.9810359083763,6.86155817154065e-05,0.000234636499712124
18,hotlake_ucc_80912,CD01DRAFT_0018,Translation,tRNA and rRNA base modification,RNA methyltransferase_ RsmE family,,335.525972860378,-0.734555643435163,0.254509767069082,-2.88615895528984,0.00389975143323079,0.00887482699639258
19,hotlake_ucc_80913,CD01DRAFT_0019,Prosthetic groups_ cofactors_ and carriers::Unknown function,General::Ubiquinone and other terpenoid-quinone biosynthesis,2-octaprenylphenol hydroxylase UbiI,ubiI,260.509524730521,-0.346506432484039,0.0869264512337852,-3.9862024454688,6.71392325698339e-05,0.000230191654525145
20,hotlake_ucc_80914,CD01DRAFT_0020,Prosthetic groups_ cofactors_ and carriers::Unknown function,General::Ubiquinone and other terpenoid-quinone biosynthesis,2-octaprenyl-6-methoxyphenol hydroxylase UbiH,ubiH,180.106977146275,0.0102058661952317,0.0877564999954539,0.116297552839509,0.907416725004821,0.930976718651681
21,hotlake_ucc_80915,CD01DRAFT_0021,Intracellular trafficking_ assembly_ and processing,Peptidases,Xaa-Pro aminopeptidase PepP,pepP,408.562246259854,0.041792580497607,0.076499484321578,0.54631192442978,0.584851540854974,0.658968671608484
22,hotlake_ucc_80916,CD01DRAFT_0022,Unknown function,General,hypothetical protein YgfB,ygfB,431.112619852166,-0.412571410133603,0.145411096363761,-2.8372759744656,0.00455002647501742,0.0101828967793296
23,hotlake_ucc_80917,CD01DRAFT_0023,,,protein of unknown function DUF2796,,120.565845075873,0.403057423267351,0.0904316541522104,4.45703915344668,8.30994300502092e-06,3.49930000383658e-05
24,hotlake_ucc_80919,CD01DRAFT_0024,,,COG3495 family uncharacterized protein,,274.295748244144,0.140517689050808,0.190947624760931,0.735896501602143,0.46179368645876,0.542034938894019
25,hotlake_ucc_80921,CD01DRAFT_0025,Transport and binding proteins,Unknown substrate,ABC-CD-type efflux system ATPase component,,37.8044682139594,-0.0952811759343947,0.153479231892759,-0.620808266756056,0.534725783403036,0.612348393225371
26,hotlake_ucc_80922,CD01DRAFT_0026,Transport and binding proteins,Unknown substrate,ABC-CD-type efflux system permease component,,62.1032329204406,0.104986861616612,0.134000606609256,0.783480495149942,0.433345003156361,0.51495918965604
27,hotlake_ucc_80923,CD01DRAFT_0027,Unknown function,General,cell division protein ZapB,zapB,459.012698736852,0.0560078392382304,0.110297603985397,0.507788358173635,0.611601775035514,0.683010603465295
28,hotlake_ucc_80924,CD01DRAFT_0028,,,Z-ring-associated protein ZapA,zapA,216.967257615439,0.479092137315286,0.118793573407133,4.03298026630891,5.50739061149042e-05,0.000191510329530227
29,hotlake_ucc_80926,CD01DRAFT_0030,Prosthetic groups_ cofactors_ and carriers::Unknown function,General::One carbon pool by folate,5-formyltetrahydrofolate cyclo-ligase YgfA,,148.842175119044,-0.0652679921128304,0.118877852237362,-0.549034078967969,0.582982062851825,0.65724087316321
30,hotlake_ucc_80927,CD01DRAFT_0031,,,hypothetical protein,,182.837884655382,2.19256449113681,0.141251110797337,15.5224583988061,2.44501266821054e-54,9.56488955803963e-52
31,hotlake_ucc_80928,CD01DRAFT_0032,Amino acid metabolism,Valine_ leucine and isoleucine metabolism,biosynthetic threonine dehydratase IlvA2,ilvA2,359.187076257861,1.00475418663881,0.200536201004648,5.01033819133495,5.43344664228103e-07,2.91173195405526e-06
32,hotlake_ucc_80929,CD01DRAFT_0033,Carbohydrate metabolism,Pentose phosphate pathway,ribose 5-phosphate isomerase RpiA,rpiA,406.099205215926,-0.416770216801881,0.136052934265273,-3.06329458495376,0.0021891444138047,0.00527011258264861
33,hotlake_ucc_80930,CD01DRAFT_0034,Fatty acid and lipid metabolism,Fatty acid degradation,acyl-CoA dehydrogenase,acd,79.4403464184153,0.0641590775893851,0.212299166273974,0.302210690298176,0.762491455354377,0.809681480278589
34,hotlake_ucc_80931,CD01DRAFT_0035,Metabolism of other amino acids and amines,Phosphonate and phosphinate metabolism,inorganic pyrophosphatase Ppa,ppa,1046.28759588806,1.51265974844808,0.199546771434841,7.58047718623207,3.44286304195675e-14,5.18018470005185e-13
35,hotlake_ucc_80932,CD01DRAFT_0036,,,putative protein conserved in bacteria,,530.5374943741,-0.0978814529417336,0.109573009356798,-0.893298938454876,0.371697106323014,0.455573207226372
36,hotlake_ucc_80933,CD01DRAFT_0037,Regulatory functions,General::Small molecule interactions,diguanylate cyclase/phosphodiesterase,,234.233660973597,-0.229868818368299,0.201737328153592,-1.13944613261305,0.254517123760562,0.33479185882694
37,hotlake_ucc_80934,CD01DRAFT_0038,Regulatory functions::Signal transduction,Taxis::Small molecule interactions,response regulator receiver modulated diguanylate cyclase,,234.524125967133,-0.116798996797269,0.136021897956323,-0.858677893428404,0.390518250163108,0.473707719267622
38,hotlake_ucc_80935,CD01DRAFT_0039,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,3-dehydroquinate dehydratase II AroQ,aroQ,638.801787335674,1.36611388640276,0.136579627194764,10.0023254892522,1.48859613302304e-23,6.12988218145909e-22
39,hotlake_ucc_80936,CD01DRAFT_0040,Fatty acid and lipid metabolism,Biosynthesis,acetyl-CoA carboxylase biotin carboxyl carrier protein AccB,accB,366.612396356028,1.27423167273977,0.11365430835742,11.2114682774063,3.58201460375756e-29,2.37505781862705e-27
40,hotlake_ucc_80937,CD01DRAFT_0041,Fatty acid and lipid metabolism,Biosynthesis,acetyl-CoA carboxylase complex biotin carboxylase subunit AccC,accC,1187.69710671609,1.35584106312419,0.1440801541949,9.41032490352637,4.94605629679795e-21,1.54791777864589e-19
41,hotlake_ucc_80938,CD01DRAFT_0042,Translation::Unknown function,Enzymes of unknown specificity::Ribosomal proteins: synthesis and modification,ribosomal protein L11 methyltransferase PrmA,prmA,321.271269181872,1.17848252867474,0.192885239509893,6.10976004005893,9.9781051498595e-10,7.9988416693136e-09
42,hotlake_ucc_80939,CD01DRAFT_0043,,,zinc-ribbon domain/Protein of unknown function (DUF3426),,954.055359284924,0.817961029579557,0.097237621980672,8.4119810102117,4.03143169476997e-17,8.34442369838101e-16
43,hotlake_ucc_80940,CD01DRAFT_0044,Translation::Unknown function,tRNA and rRNA base modification::General,tRNA-dihydrouridine synthase DusB,dusB,508.316373318549,-1.16809643449225,0.23423495869741,-4.98685781570814,6.13691944812041e-07,3.24866425995224e-06
44,hotlake_ucc_80941,CD01DRAFT_0045,Regulatory functions,DNA interactions,Fis family transcriptional regulator_ factor for inversion stimulation protein,fis,304.16486998466,-1.14568924368334,0.17877645387171,-6.40850189648293,1.46956452172005e-10,1.38528588167924e-09
45,hotlake_ucc_80942,CD01DRAFT_0046,Nucleic acid metabolism,Purine metabolism,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase PurH,purH,322.110847897812,0.131844115362498,0.105275160401623,1.2523762952202,0.210432779799903,0.284435090642604
46,hotlake_ucc_80943,CD01DRAFT_0047,Nucleic acid metabolism,Purine metabolism,phosphoribosylamine--glycine ligase PurD,purD,189.110051114711,0.0434199888114436,0.114283272624519,0.379933019192592,0.703995136157426,0.763125632041424
47,hotlake_ucc_80944,CD01DRAFT_0048,Transport and binding proteins,Porins and secretins,TonB-dependent Fe3+-dicitrate receptor fecA,fecA,42.8150327290331,0.0194842962855471,0.215286352027391,0.0905040942078306,0.927886640600017,0.946516959068388
48,hotlake_ucc_80946,CD01DRAFT_0049,Unknown function,Enzymes of unknown specificity,acetoin dehydrogenase,,54.1922130805332,0.876348407082533,0.15639648911489,5.60337646990759,2.10215950715252e-08,1.40575179350097e-07
49,hotlake_ucc_80947,CD01DRAFT_0050,Transport and binding proteins,Cations and iron carrying compounds,CPA2 family monovalent cation:protein antiporter,,284.856554374299,-0.247413286808708,0.101024833006674,-2.44903435566544,0.0143239784775091,0.0278229413128181
50,hotlake_ucc_80948,CD01DRAFT_0051,Transcription,General,3' terminal RNA ribose 2'-O-methyltransferase Hen1,,69.4558011674683,-0.195311601853523,0.11226752896423,-1.73969805566623,0.0819120509390035,0.128975355415609
51,hotlake_ucc_80949,CD01DRAFT_0052,Metabolism of other amino acids and amines::Unknown function,Enzymes of unknown specificity::Glutathione and analogs metabolism,putative 4-mercaptohistidine N1-methyltranferase,,135.538583579358,-0.182497755337739,0.244039219088979,-0.747821419930044,0.454567880261005,0.535300887291106
52,hotlake_ucc_80950,CD01DRAFT_0053,Amino acid metabolism,Histidine metabolism,hercynyl-gamma-glutamylcysteine sulfoxide synthase EgtB,egtB,498.448840292803,-0.252214945346516,0.21176374475746,-1.19102042531117,0.233645566545078,0.311103286699913
53,hotlake_ucc_80951,CD01DRAFT_0054,,,hypothetical protein,,69.450337701708,-0.398578365455916,0.125192023476701,-3.18373610703795,0.00145387490110442,0.00364820950168087
54,hotlake_ucc_80952,CD01DRAFT_0055,Defense and invasion systems,Detoxification and inactivation,beta-lactamase class A PenP,penP,199.59359195174,0.135483198500952,0.185798582996047,0.729193927726748,0.465883045104183,0.545832426609034
55,hotlake_ucc_80953,CD01DRAFT_0056,,,protein of unknown function DUF1624,,359.855906832998,0.235042831069254,0.284212765667897,0.826996037693472,0.408239307304184,0.491694485068919
56,hotlake_ucc_80954,CD01DRAFT_0057,Transport and binding proteins,Unknown substrate,RND-type efflux system permease component AcrB,acrB,109.386514974776,0.0443097425536196,0.201437743900797,0.219967428623709,0.825896521627168,0.865170275941213
57,hotlake_ucc_80955,CD01DRAFT_0058,Intracellular trafficking_ assembly_ and processing::Transport and binding proteins,Unknown substrate::Protein export_ secretion_ and sorting,RND-type efflux system membrane fusion component AcrA,acrA,15.3565222813805,1.11921287426965,0.200020368723015,5.59549450595966,2.19993814977074e-08,1.46428648643431e-07
58,hotlake_ucc_80956,CD01DRAFT_0059,Regulatory functions,DNA interactions,transcriptional repressor of AcrAB operon AcrR,acrR,9.55884493276947,0.796447595590466,0.300868476005677,2.64716199637824,0.00811704586638772,0.0169083511338172
59,hotlake_ucc_80957,CD01DRAFT_0060,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,DASS family divalent anion:Na+ Symporter,,140.086659682206,0.186605227828668,0.0992533119224573,1.8800906913258,0.0600957189153405,0.098078620107139
60,hotlake_ucc_80958,CD01DRAFT_0061,Unknown function,Enzymes of unknown specificity,acyl-CoA hydrolase,,55.341570437952,-0.571130685382641,0.121517384651336,-4.6999915857419,2.60172210466044e-06,1.20448957082031e-05
61,hotlake_ucc_80959,CD01DRAFT_0062,Regulatory functions,DNA interactions::Protein interactions,putative response regulator,,363.153755085097,-3.26495064206164,0.250916170374961,-13.0121173026936,1.04408555044573e-38,1.13457296481769e-36
62,hotlake_ucc_80960,CD01DRAFT_0063,,,Putative MetA-pathway of phenol degradation,,46.6758058519238,-2.05149753817483,0.334617676506767,-6.13087019069462,8.73996967343708e-10,7.15287894612674e-09
63,hotlake_ucc_80962,CD01DRAFT_0064,,,hypothetical protein,,67.9166381499202,-0.238071761682782,0.133224010677452,-1.78700341231414,0.0739369370561187,0.117625578594362
64,hotlake_ucc_80963,CD01DRAFT_0065,Natural products biosynthesis,General,putative double-glycine peptidase,,36.0488315040632,0.343948661756372,0.148671271340093,2.31348436490848,0.0206960234071679,0.0387196765035106
65,hotlake_ucc_80965,CD01DRAFT_0066,,,hypothetical protein,,62.868438378432,-0.17847375934399,0.224185503034837,-0.796098574296557,0.425974742776386,0.508052802969885
66,hotlake_ucc_80967,CD01DRAFT_0067,,,hypothetical protein,,300.458943645405,-1.22097129318784,0.165091340643405,-7.39573189259583,1.40631502487663e-13,1.99329868743384e-12
67,hotlake_ucc_80969,CD01DRAFT_0068,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism,isocitrate lyase AceA,aceA,2742.98578013341,0.474748618548793,0.450334097304811,1.05421424091602,0.291784841505929,0.374618411542892
68,hotlake_ucc_80970,CD01DRAFT_0069,,,protein of unknown function DUF1538,,179.521256113387,0.0355243375001809,0.108882236849662,0.326263847327373,0.744224738582164,0.79699074112604
69,hotlake_ucc_80971,CD01DRAFT_0070,,,protein of unknown function DUF1538,,144.457984830336,-0.203609083167021,0.221480313512053,-0.91931007292863,0.357933410631905,0.441993529795458
70,hotlake_ucc_80972,CD01DRAFT_0071,,,hypothetical protein,,98.2926376313998,0.0827289273301491,0.152016709220715,0.544209434306551,0.586297360412926,0.660407507611681
71,hotlake_ucc_80973,CD01DRAFT_0072,Unknown function,General,putative signal transduction protein,,124.226487510363,-0.340780135776853,0.190480937919982,-1.78905112237535,0.0736065827672194,0.117195340571983
