GeneID,Acc_num,Main_Role,Subrole,Product,Gene,T1_HL48G,T2_HL48G,T4_HL48G,T5_HL48G,T11_HL48G,T12_HL48G,T13_HL48G,T14_HL48G,T15_HL48G,T16_HL48X,T17_HL48X,T18_HL48X,T19_HL48X,T21_HL48X,T22_HL48X,T23_HL48X,T24_HL48X
hotlake_ucc_124538,CY41DRAFT_0125,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA repair protein radc ,,-5.78483880579198,-6.31430238510773,-4.48143885000228,-4.53778056476449,-4.52651011636683,-4.87080846588899,-5.51056293427562,-4.6542462988127,-5.34490124266303,-6.08422193474931,-3.96347731494695,-6.58360091453213,-5.85500172690908,-5.53822879616354,-5.28260036805578,-5.44709658456459,-5.06674786301449
hotlake_ucc_124539,CY41DRAFT_0132,Nucleic acid metabolism,DNA replication_ recombination_ and repair,Nucleotidyltransferase/DNA polymerase involved in DNA repair ,,4.99634357771357,4.72773889027892,4.76009923700888,6.3692662276229,7.22077823997467,5.03799551064162,6.8616183974738,6.09184918753093,5.26103456299224,9.13273275955533,9.31935590830656,9.11382839031972,9.39005024311731,9.16543329371981,9.01953266597552,9.19433983872597,4.630403590834
hotlake_ucc_124540,CY41DRAFT_0143,Mobile and extrachromosomal element functions,Selfish genetic elements,IS3 family transposase,,1.82543822290811,1.9322350701116,0.802549759586103,3.18166886267205,3.80165260489276,3.31074492318586,3.33461392343077,3.0542133520918,1.79575198522245,0.597017915218872,-0.213415669490848,0.0705614810764637,0.0969527732543867,0.939886319174549,0.683292923899495,0.968857113449113,2.42634600390749
hotlake_ucc_124541,CY41DRAFT_0145,,,transcriptional regulator-like protein,,0.0961810066739837,0.0142557826453373,-1.63109586910506,0.901497712354454,-0.706926063543886,0.371268676734751,1.71917653558688,0.209321830812751,-0.209607326830145,1.57027229170408,0.916074324881627,1.98518194722845,0.702004744833163,2.33413105581308,1.78350761183121,1.13398837703842,0.622825122461791
hotlake_ucc_124542,CY41DRAFT_0180,,,hypothetical protein,,0.00818331357535484,-0.129037695786172,-0.591654527262451,-1.15555389452827,-1.84620970928343,0.503082783891585,-1.05709320485964,-2.02161926733597,1.25376448751754,-2.0979835266791,-1.39787548354901,-1.2436045933202,-3.73837518286826,-1.72279435650947,-1.88823855401045,-1.7831942399141,1.75347338628376
hotlake_ucc_124543,CY41DRAFT_0217,,,transposase,,-3.28361999133609,-2.35208231364762,-0.825174873246157,-2.69139213532754,-1.01302581377736,-2.05140146423173,-2.80512693606356,0.425533979579651,-1.21071247898564,-3.62412582386052,-4.71731762728398,-2.28230455098793,-2.8908061773832,-1.90266512467714,-4.45146415048766,-3.14116751137514,-2.94602972558816
hotlake_ucc_124544,CY41DRAFT_0235,,,hypothetical protein ,,1.18917069298781,1.22256821242986,0.394299697355679,0.733165933985035,1.28177699215769,1.47332823733154,2.09079704550536,2.11197285079045,2.24129849439432,0.911610469355089,1.81950736047059,1.15399994249502,0.865448473578171,1.18506248183996,1.1815709765106,1.62847253935816,2.90951324692454
hotlake_ucc_124545,CY41DRAFT_0237,,,hypothetical protein ,,-2.52148036267639,-0.433604612238321,-0.480238313305664,0.13052993981055,-1.84620970928343,-0.643202768878423,1.48090639007708,-0.202868778354587,-0.788366026039077,-2.69607146898029,-0.713145667364586,-2.5968774735002,-1.1444245270504,-1.78176081355439,-2.53242769663047,-2.92222272101703,-1.02892361643169
hotlake_ucc_124546,CY41DRAFT_0477,,,hypothetical protein ,,4.40514103620954,6.01493431350731,6.51613813017408,7.44765096364366,5.43997754470012,6.52675976394351,6.27440017743237,6.68609674915797,6.90175584517256,3.66051146993981,3.13530491238971,4.76017084009032,2.25915994112069,5.46150568126279,5.37830408154191,4.03978909281519,4.83344906692546
hotlake_ucc_124547,CY41DRAFT_0483,,,toxin-antitoxin system AbiEii family toxin component,,1.32582063712482,1.26260739796658,2.19257685875277,3.76123575113752,1.7584513484923,1.55154036511869,3.30547265769199,2.33416387444088,1.47442678781683,1.81248203269375,1.59060804396127,0.225031198479613,1.02179543590663,0.676769036359545,1.00826257089664,0.992917240773254,0.463042894110298
